artists,track_name,id,uri,track_href,analysis_url,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,label
Mỹ Tâm,Đừng Hỏi 'em,0mecMCPM6Szdr74FQCkIXo,spotify:track:0mecMCPM6Szdr74FQCkIXo,https://api.spotify.com/v1/tracks/0mecMCPM6Szdr74FQCkIXo,https://api.spotify.com/v1/audio-analysis/0mecMCPM6Szdr74FQCkIXo,0,0.337,0.444,0,-7.053,0,0.032,0.696,2.31E-05,0.127,0.289,147.17,263053,4,0
Doãn Hiếu and B Entertainment,Bao Lâu Ta Lại Yêu Một Người,2KPmisfkIZlWm1N4Ni4HpB,spotify:track:2KPmisfkIZlWm1N4Ni4HpB,https://api.spotify.com/v1/tracks/2KPmisfkIZlWm1N4Ni4HpB,https://api.spotify.com/v1/audio-analysis/2KPmisfkIZlWm1N4Ni4HpB,35,0.766,0.377,0,-8.483,1,0.0323,0.816,5.68E-05,0.136,0.415,101.981,230588,4,0
Pham Truong,Nợ,3WclkQMwCip5i8adU0moEa,spotify:track:3WclkQMwCip5i8adU0moEa,https://api.spotify.com/v1/tracks/3WclkQMwCip5i8adU0moEa,https://api.spotify.com/v1/audio-analysis/3WclkQMwCip5i8adU0moEa,17,0.649,0.749,11,-7.593,0,0.0307,0.39,0,0.107,0.844,117.034,308898,4,1
Hoàng Yến Chibi and Tlinh and TDK,Yêu Thầm,7dJVE53hGAX9TcKH0abFic,spotify:track:7dJVE53hGAX9TcKH0abFic,https://api.spotify.com/v1/tracks/7dJVE53hGAX9TcKH0abFic,https://api.spotify.com/v1/audio-analysis/7dJVE53hGAX9TcKH0abFic,47,0.533,0.557,0,-5.842,1,0.0353,0.641,0.000183,0.15,0.143,95.911,252500,4,0
Tuấn Hưng,Tìm Lại Hạnh Phúc,5jAWtS0CkPoDzgIY0htewb,spotify:track:5jAWtS0CkPoDzgIY0htewb,https://api.spotify.com/v1/tracks/5jAWtS0CkPoDzgIY0htewb,https://api.spotify.com/v1/audio-analysis/5jAWtS0CkPoDzgIY0htewb,0,0.325,0.309,11,-11.323,0,0.0332,0.879,7.42E-06,0.121,0.24,149.538,349539,4,0
Mỹ Tâm,Tóc Nâu Môi Trầm,3kntK6tBX9Tbmxd8sAdq1d,spotify:track:3kntK6tBX9Tbmxd8sAdq1d,https://api.spotify.com/v1/tracks/3kntK6tBX9Tbmxd8sAdq1d,https://api.spotify.com/v1/audio-analysis/3kntK6tBX9Tbmxd8sAdq1d,2,0.733,0.775,10,-5.302,0,0.0368,0.561,0,0.256,0.627,120.053,212924,4,0
Noo Phước Thịnh,Chỉ Là Giấc Mơ,0wK96i3PazmdqmRZ3wWKrn,spotify:track:0wK96i3PazmdqmRZ3wWKrn,https://api.spotify.com/v1/tracks/0wK96i3PazmdqmRZ3wWKrn,https://api.spotify.com/v1/audio-analysis/0wK96i3PazmdqmRZ3wWKrn,0,0.741,0.831,6,-5.582,0,0.0331,0.0748,0.000192,0.274,0.959,130.001,253627,4,1
Ngọt,Em Dạo Này,6OSWTtSplw9SWv33aDmKWB,spotify:track:6OSWTtSplw9SWv33aDmKWB,https://api.spotify.com/v1/tracks/6OSWTtSplw9SWv33aDmKWB,https://api.spotify.com/v1/audio-analysis/6OSWTtSplw9SWv33aDmKWB,45,0.417,0.356,9,-8.747,1,0.0351,0.752,0,0.194,0.341,158.112,201828,3,0
WEAN and Aki,Alone,5gUOQs9CMpueBkmHYeX0uJ,spotify:track:5gUOQs9CMpueBkmHYeX0uJ,https://api.spotify.com/v1/tracks/5gUOQs9CMpueBkmHYeX0uJ,https://api.spotify.com/v1/audio-analysis/5gUOQs9CMpueBkmHYeX0uJ,0,0.78,0.73,0,-6.343,1,0.125,0.0152,0,0.105,0.621,130.925,242362,4,1
Only C,Đau Để Trưởng Thành,2avWAO0UACNLU4kYJYKU5M,spotify:track:2avWAO0UACNLU4kYJYKU5M,https://api.spotify.com/v1/tracks/2avWAO0UACNLU4kYJYKU5M,https://api.spotify.com/v1/audio-analysis/2avWAO0UACNLU4kYJYKU5M,0,0.417,0.509,1,-4.346,1,0.0316,0.538,0,0.142,0.466,156.09,283407,4,0
Tam Ca Áo Trắng,Xe Đạp Ơi,2FudPMg4o4iTRu4CA2Vv1Y,spotify:track:2FudPMg4o4iTRu4CA2Vv1Y,https://api.spotify.com/v1/tracks/2FudPMg4o4iTRu4CA2Vv1Y,https://api.spotify.com/v1/audio-analysis/2FudPMg4o4iTRu4CA2Vv1Y,7,0.68,0.444,7,-12.111,0,0.0267,0.549,5.14E-06,0.0923,0.712,115.973,265561,4,0
Phan Dinh Tung,Dong Thoi Gian,0FrYKITvpkNgdiZVrBMP28,spotify:track:0FrYKITvpkNgdiZVrBMP28,https://api.spotify.com/v1/tracks/0FrYKITvpkNgdiZVrBMP28,https://api.spotify.com/v1/audio-analysis/0FrYKITvpkNgdiZVrBMP28,1,0.58,0.299,1,-13.409,1,0.0326,0.834,0,0.0952,0.339,115.881,297159,4,0
Hoang Ton,Only U,20aPo7bf0IrwfZvBXDHsnh,spotify:track:20aPo7bf0IrwfZvBXDHsnh,https://api.spotify.com/v1/tracks/20aPo7bf0IrwfZvBXDHsnh,https://api.spotify.com/v1/audio-analysis/20aPo7bf0IrwfZvBXDHsnh,9,0.686,0.534,2,-5.712,1,0.0298,0.119,0,0.304,0.17,120.121,206000,4,1
Tlinh and RPT MCK,Em Là Châu Báu,2QpMK4mvdyFW5N0JYohVdW,spotify:track:2QpMK4mvdyFW5N0JYohVdW,https://api.spotify.com/v1/tracks/2QpMK4mvdyFW5N0JYohVdW,https://api.spotify.com/v1/audio-analysis/2QpMK4mvdyFW5N0JYohVdW,44,0.888,0.863,2,-4.58,0,0.0841,0.0639,2.06E-06,0.0803,0.874,126.991,171969,4,0
Quang Vinh and Bảo Thy,Ngọn đồi chong chóng,5Fp0LdsTWAr8KeHutasRvC,spotify:track:5Fp0LdsTWAr8KeHutasRvC,https://api.spotify.com/v1/tracks/5Fp0LdsTWAr8KeHutasRvC,https://api.spotify.com/v1/audio-analysis/5Fp0LdsTWAr8KeHutasRvC,8,0.688,0.528,2,-9.448,1,0.0398,0.28,0,0.276,0.312,137.95,231144,4,0
Đàm Vĩnh Hưng,Tình Yêu Còn Đâu,5h8EBLx5tEzNfBhLVHCaME,spotify:track:5h8EBLx5tEzNfBhLVHCaME,https://api.spotify.com/v1/tracks/5h8EBLx5tEzNfBhLVHCaME,https://api.spotify.com/v1/audio-analysis/5h8EBLx5tEzNfBhLVHCaME,19,0.693,0.908,3,-7.496,0,0.0371,0.0232,0.0021,0.531,0.858,139.99,262757,4,1
AMEE and Karik,Em Bé,4RZJObXQzsKQLd25LBjBG8,spotify:track:4RZJObXQzsKQLd25LBjBG8,https://api.spotify.com/v1/tracks/4RZJObXQzsKQLd25LBjBG8,https://api.spotify.com/v1/audio-analysis/4RZJObXQzsKQLd25LBjBG8,51,0.923,0.601,2,-4.692,1,0.0726,0.0644,0.000253,0.0508,0.776,129.944,192000,4,1
Cẩm Ly and Đan Trường,Tìm Lại Dấu Yêu,2r7RBfXRDiiO8WqKaQDKkt,spotify:track:2r7RBfXRDiiO8WqKaQDKkt,https://api.spotify.com/v1/tracks/2r7RBfXRDiiO8WqKaQDKkt,https://api.spotify.com/v1/audio-analysis/2r7RBfXRDiiO8WqKaQDKkt,2,0.735,0.862,10,-6.946,0,0.15,0.24,0.000523,0.0836,0.767,148.132,290090,4,1
Văn Mai Hương,Mai Đây Em Thương Một Chàng Trai,4PdsLeaQ88F0XWO3v5Ch3x,spotify:track:4PdsLeaQ88F0XWO3v5Ch3x,https://api.spotify.com/v1/tracks/4PdsLeaQ88F0XWO3v5Ch3x,https://api.spotify.com/v1/audio-analysis/4PdsLeaQ88F0XWO3v5Ch3x,31,0.32,0.267,8,-8.819,1,0.0358,0.926,0.000289,0.0805,0.332,83.977,251000,4,1
Ha Okio,Nơi Ấy,65P1VBL5zccL2QUP07CokG,spotify:track:65P1VBL5zccL2QUP07CokG,https://api.spotify.com/v1/tracks/65P1VBL5zccL2QUP07CokG,https://api.spotify.com/v1/audio-analysis/65P1VBL5zccL2QUP07CokG,19,0.248,0.459,11,-7.924,1,0.0338,0.814,0,0.129,0.348,68.183,301166,4,1
Cẩm Ly,Em Sẽ Quên... Người Ơi,0fL8ehyCC5ORs9JT9w1m1u,spotify:track:0fL8ehyCC5ORs9JT9w1m1u,https://api.spotify.com/v1/tracks/0fL8ehyCC5ORs9JT9w1m1u,https://api.spotify.com/v1/audio-analysis/0fL8ehyCC5ORs9JT9w1m1u,3,0.59,0.546,7,-8.388,0,0.0305,0.0346,1.10E-06,0.0785,0.319,128.261,264587,4,0
The Sheep and T.R.I,Người Ta Thành Đôi Hết Rồi,7lZ07tAiDnmUE7cKw0jfSZ,spotify:track:7lZ07tAiDnmUE7cKw0jfSZ,https://api.spotify.com/v1/tracks/7lZ07tAiDnmUE7cKw0jfSZ,https://api.spotify.com/v1/audio-analysis/7lZ07tAiDnmUE7cKw0jfSZ,41,0.732,0.392,5,-11.431,1,0.0312,0.702,2.82E-05,0.128,0.813,105.005,164571,4,1
Khac Viet,Yeu Lai Tu Dau,29V6rTcAjKY1ksUdbJd4gO,spotify:track:29V6rTcAjKY1ksUdbJd4gO,https://api.spotify.com/v1/tracks/29V6rTcAjKY1ksUdbJd4gO,https://api.spotify.com/v1/audio-analysis/29V6rTcAjKY1ksUdbJd4gO,42,0.766,0.539,11,-9.798,0,0.0351,0.643,0,0.125,0.516,96,207040,4,0
Bich Phuong,Sau Trong Em,1XgweHdqnVPxc4PYSYkbd0,spotify:track:1XgweHdqnVPxc4PYSYkbd0,https://api.spotify.com/v1/tracks/1XgweHdqnVPxc4PYSYkbd0,https://api.spotify.com/v1/audio-analysis/1XgweHdqnVPxc4PYSYkbd0,0,0.666,0.63,4,-4.472,0,0.0305,0.569,0,0.0571,0.396,99.995,237637,4,1
Thùy Chi,Quê Tôi,7iYjIqTrM9fdncKjuDVnOa,spotify:track:7iYjIqTrM9fdncKjuDVnOa,https://api.spotify.com/v1/tracks/7iYjIqTrM9fdncKjuDVnOa,https://api.spotify.com/v1/audio-analysis/7iYjIqTrM9fdncKjuDVnOa,42,0.58,0.28,7,-9.5,1,0.0307,0.838,0.000142,0.253,0.412,119.885,269531,4,0
Lân Nhã,Chiều Một Mình Qua Phố,56nsi6xtKvv8OfTJ4CmSAC,spotify:track:56nsi6xtKvv8OfTJ4CmSAC,https://api.spotify.com/v1/tracks/56nsi6xtKvv8OfTJ4CmSAC,https://api.spotify.com/v1/audio-analysis/56nsi6xtKvv8OfTJ4CmSAC,28,0.329,0.432,5,-7.002,0,0.0481,0.602,3.81E-06,0.256,0.251,182.483,266129,3,0
Ung Hoang Phuc,Vì Sao Trong Lòng Tôi,77KKLsOt8t43crXzSAxKyl,spotify:track:77KKLsOt8t43crXzSAxKyl,https://api.spotify.com/v1/tracks/77KKLsOt8t43crXzSAxKyl,https://api.spotify.com/v1/audio-analysis/77KKLsOt8t43crXzSAxKyl,38,0.567,0.514,0,-5.471,0,0.0278,0.295,0,0.0959,0.0809,139.656,300600,4,1
Vũ.,Phút Ban Đầu,5QZxwgUSEvcGgj8z8MfkUN,spotify:track:5QZxwgUSEvcGgj8z8MfkUN,https://api.spotify.com/v1/tracks/5QZxwgUSEvcGgj8z8MfkUN,https://api.spotify.com/v1/audio-analysis/5QZxwgUSEvcGgj8z8MfkUN,0,0.467,0.0889,1,-13.165,1,0.0393,0.952,9.92E-05,0.116,0.159,134.906,243200,4,0
Cẩm Ly,Phố Hoa,5RU8ZHifAe4XqSrE75GVkO,spotify:track:5RU8ZHifAe4XqSrE75GVkO,https://api.spotify.com/v1/tracks/5RU8ZHifAe4XqSrE75GVkO,https://api.spotify.com/v1/audio-analysis/5RU8ZHifAe4XqSrE75GVkO,15,0.742,0.848,2,-7.82,0,0.0684,0.315,0.00312,0.0764,0.547,122.243,315507,4,0
Ha Nhi,Quán Vắng Một Mình,3ehXKcKE5Ed5xUiZ5ADMdp,spotify:track:3ehXKcKE5Ed5xUiZ5ADMdp,https://api.spotify.com/v1/tracks/3ehXKcKE5Ed5xUiZ5ADMdp,https://api.spotify.com/v1/audio-analysis/3ehXKcKE5Ed5xUiZ5ADMdp,24,0.82,0.522,2,-10.288,0,0.0502,0.433,0.00353,0.313,0.471,120.026,372000,4,0
Mỹ Tâm,Ngo Dau Tinh Da Quen Minh,4yPzKx2u7AGO1kYVxQ2FcE,spotify:track:4yPzKx2u7AGO1kYVxQ2FcE,https://api.spotify.com/v1/tracks/4yPzKx2u7AGO1kYVxQ2FcE,https://api.spotify.com/v1/audio-analysis/4yPzKx2u7AGO1kYVxQ2FcE,0,0.577,0.419,2,-7.558,1,0.0274,0.623,0,0.0796,0.136,94.555,264920,3,0
Masiu and Masew,Cưới Thôi,5dHe8aNoKN8mMkpZgTNnMV,spotify:track:5dHe8aNoKN8mMkpZgTNnMV,https://api.spotify.com/v1/tracks/5dHe8aNoKN8mMkpZgTNnMV,https://api.spotify.com/v1/audio-analysis/5dHe8aNoKN8mMkpZgTNnMV,48,0.814,0.761,11,-5.741,1,0.0981,0.0833,0.213,0.0877,0.363,145.011,188703,4,0
Soobin Hoang Son,Vai Lan Don Dua,6hUpxEKFSjS8metuA1yxlf,spotify:track:6hUpxEKFSjS8metuA1yxlf,https://api.spotify.com/v1/tracks/6hUpxEKFSjS8metuA1yxlf,https://api.spotify.com/v1/audio-analysis/6hUpxEKFSjS8metuA1yxlf,46,0.724,0.668,6,-4.035,0,0.058,0.555,1.57E-06,0.194,0.427,135.046,170667,4,0
Bảo Thy,Một Chút Quên Anh Thôi,3l9p9RAKB83HoZg66HAvV9,spotify:track:3l9p9RAKB83HoZg66HAvV9,https://api.spotify.com/v1/tracks/3l9p9RAKB83HoZg66HAvV9,https://api.spotify.com/v1/audio-analysis/3l9p9RAKB83HoZg66HAvV9,36,0.609,0.352,3,-9.048,0,0.0277,0.92,0,0.115,0.41,97.98,212520,4,0
Lâm Hùng and Hoàng Châu,Mãi Yêu,7bzw0aki2k0IxoigTN21O4,spotify:track:7bzw0aki2k0IxoigTN21O4,https://api.spotify.com/v1/tracks/7bzw0aki2k0IxoigTN21O4,https://api.spotify.com/v1/audio-analysis/7bzw0aki2k0IxoigTN21O4,1,0.539,0.405,3,-8.333,0,0.0295,0.787,0,0.117,0.256,71.992,302655,4,0
RAP VIỆT and Binz and JustaTee and Karik and Rhymastic and Suboi and Wowy,"Đây Là Rap Việt (feat. Wowy, Karik, Suboi, Binz, Rhymastic & JustaTee)",3nHbNyuUsVmtwHAcpeOrZR,spotify:track:3nHbNyuUsVmtwHAcpeOrZR,https://api.spotify.com/v1/tracks/3nHbNyuUsVmtwHAcpeOrZR,https://api.spotify.com/v1/audio-analysis/3nHbNyuUsVmtwHAcpeOrZR,42,0.769,0.79,8,-3.087,1,0.286,0.681,0,0.387,0.771,144.984,180600,4,0
Uyen Trang and Lam Vu,Về Đâu Anh Hỡi,7cAm38ukIHlWrPkRcZaYME,spotify:track:7cAm38ukIHlWrPkRcZaYME,https://api.spotify.com/v1/tracks/7cAm38ukIHlWrPkRcZaYME,https://api.spotify.com/v1/audio-analysis/7cAm38ukIHlWrPkRcZaYME,0,0.683,0.645,0,-4.339,0,0.0337,0.777,0,0.131,0.514,126.111,285231,4,0
Đan Trường,Tìm Dấu Yêu Xưa,2h6JnvFGjhmHi8hVwesA4m,spotify:track:2h6JnvFGjhmHi8hVwesA4m,https://api.spotify.com/v1/tracks/2h6JnvFGjhmHi8hVwesA4m,https://api.spotify.com/v1/audio-analysis/2h6JnvFGjhmHi8hVwesA4m,0,0.667,0.595,9,-9.298,1,0.0413,0.0734,1.25E-05,0.0722,0.43,139.072,298789,4,0
Cẩm Vân,Người Đàn Bà Yếu Đuối,2wXGUQjG2wnZMDI3y2zVuN,spotify:track:2wXGUQjG2wnZMDI3y2zVuN,https://api.spotify.com/v1/tracks/2wXGUQjG2wnZMDI3y2zVuN,https://api.spotify.com/v1/audio-analysis/2wXGUQjG2wnZMDI3y2zVuN,0,0.647,0.507,8,-5.38,1,0.0356,0.409,0,0.232,0.335,118.751,337789,4,1
Vũ.,Lời Yêu Em,7zKDCM8YoeC3tqHV5ZmFuy,spotify:track:7zKDCM8YoeC3tqHV5ZmFuy,https://api.spotify.com/v1/tracks/7zKDCM8YoeC3tqHV5ZmFuy,https://api.spotify.com/v1/audio-analysis/7zKDCM8YoeC3tqHV5ZmFuy,47,0.52,0.248,6,-16.656,0,0.0601,0.956,4.14E-05,0.119,0.355,109.271,285153,4,0
HIEUTHUHAI,Nghe Như Tình Yêu,769IjpjHNrN36SPvj2ZBKu,spotify:track:769IjpjHNrN36SPvj2ZBKu,https://api.spotify.com/v1/tracks/769IjpjHNrN36SPvj2ZBKu,https://api.spotify.com/v1/audio-analysis/769IjpjHNrN36SPvj2ZBKu,50,0.686,0.6,5,-7.399,0,0.0463,0.0186,9.09E-05,0.141,0.28,100.008,193049,4,0
1 9 6 7 and Quang Đăng Trần,Trò Đùa - Lofi,4JwlaWbACsm2Mmhr4Sjwzq,spotify:track:4JwlaWbACsm2Mmhr4Sjwzq,https://api.spotify.com/v1/tracks/4JwlaWbACsm2Mmhr4Sjwzq,https://api.spotify.com/v1/audio-analysis/4JwlaWbACsm2Mmhr4Sjwzq,14,0.613,0.365,2,-9.931,1,0.0321,0.852,0.624,0.371,0.0927,100.043,237675,4,0
Văn Mai Hương,Trên Cây Cầu Bên Sông,5OheZS6jz0luxMP3kChZ3M,spotify:track:5OheZS6jz0luxMP3kChZ3M,https://api.spotify.com/v1/tracks/5OheZS6jz0luxMP3kChZ3M,https://api.spotify.com/v1/audio-analysis/5OheZS6jz0luxMP3kChZ3M,29,0.6,0.312,11,-10.018,1,0.0308,0.873,0.00289,0.117,0.382,94.796,300124,3,1
Duy Manh,Ta Mang Ơn Em,7fYO7yDyBwxYSJD70GqaQj,spotify:track:7fYO7yDyBwxYSJD70GqaQj,https://api.spotify.com/v1/tracks/7fYO7yDyBwxYSJD70GqaQj,https://api.spotify.com/v1/audio-analysis/7fYO7yDyBwxYSJD70GqaQj,9,0.587,0.802,1,-6.526,0,0.0414,0.23,1.01E-06,0.0747,0.364,107.996,273398,4,0
Nguyen Huong Ly,Hạnh Phúc Bỏ Rơi Em,22m5b85ytfrP2rwBOOxSlp,spotify:track:22m5b85ytfrP2rwBOOxSlp,https://api.spotify.com/v1/tracks/22m5b85ytfrP2rwBOOxSlp,https://api.spotify.com/v1/audio-analysis/22m5b85ytfrP2rwBOOxSlp,20,0.608,0.427,7,-8.401,1,0.0338,0.858,0,0.11,0.323,127.863,342378,4,1
Wanbi Tuan Anh and Thùy Chi,Cho Em,3mdBzyYQD0JclZLGjUzRPR,spotify:track:3mdBzyYQD0JclZLGjUzRPR,https://api.spotify.com/v1/tracks/3mdBzyYQD0JclZLGjUzRPR,https://api.spotify.com/v1/audio-analysis/3mdBzyYQD0JclZLGjUzRPR,14,0.456,0.36,11,-9.17,1,0.029,0.952,0.000169,0.143,0.436,143.865,284839,4,1
Mỹ Tâm,Người Hãy Quên 'em Đi,6XJsQ5nqCu8RUv9pv1iz1x,spotify:track:6XJsQ5nqCu8RUv9pv1iz1x,https://api.spotify.com/v1/tracks/6XJsQ5nqCu8RUv9pv1iz1x,https://api.spotify.com/v1/audio-analysis/6XJsQ5nqCu8RUv9pv1iz1x,0,0.778,0.623,2,-6.574,0,0.0353,0.748,0,0.0819,0.44,112.021,232482,4,0
Đan Trường,Bước Chân Lẻ Loi,4vNUnufRWDT0mk8wajv1fP,spotify:track:4vNUnufRWDT0mk8wajv1fP,https://api.spotify.com/v1/tracks/4vNUnufRWDT0mk8wajv1fP,https://api.spotify.com/v1/audio-analysis/4vNUnufRWDT0mk8wajv1fP,7,0.648,0.383,2,-13.207,0,0.0344,0.138,1.19E-05,0.185,0.27,120.055,278779,3,1
Huy Vũ,Yêu trong mộng mơ,1aiHDrsJNvqzAGXhPM2zpS,spotify:track:1aiHDrsJNvqzAGXhPM2zpS,https://api.spotify.com/v1/tracks/1aiHDrsJNvqzAGXhPM2zpS,https://api.spotify.com/v1/audio-analysis/1aiHDrsJNvqzAGXhPM2zpS,3,0.572,0.528,3,-7.928,0,0.0415,0.391,0.000129,0.0561,0.179,136.12,264853,4,1
Mỹ Lệ,Sẽ Không Như Thế,4MOO7WZsHQfrrGzFFnoJvr,spotify:track:4MOO7WZsHQfrrGzFFnoJvr,https://api.spotify.com/v1/tracks/4MOO7WZsHQfrrGzFFnoJvr,https://api.spotify.com/v1/audio-analysis/4MOO7WZsHQfrrGzFFnoJvr,0,0.736,0.971,10,-6.942,0,0.0644,0.118,0.398,0.358,0.584,142.06,221571,4,0
Lam Truong,Gót hồng,1sOiSs0ULIY7vWHJk7Hy8r,spotify:track:1sOiSs0ULIY7vWHJk7Hy8r,https://api.spotify.com/v1/tracks/1sOiSs0ULIY7vWHJk7Hy8r,https://api.spotify.com/v1/audio-analysis/1sOiSs0ULIY7vWHJk7Hy8r,15,0.655,0.504,9,-12.372,1,0.0353,0.3,0.000692,0.0949,0.48,95.039,288493,4,0
JustaTee and Binz,Crying Over You,4aI9g0FirvV4yNjKE90dgH,spotify:track:4aI9g0FirvV4yNjKE90dgH,https://api.spotify.com/v1/tracks/4aI9g0FirvV4yNjKE90dgH,https://api.spotify.com/v1/audio-analysis/4aI9g0FirvV4yNjKE90dgH,0,0.708,0.49,0,-8.288,1,0.0314,0.914,0.000355,0.186,0.59,122.001,339305,4,0
ERIK,"Cho Nhau Nhe - Suni Ha Linh, ERIK - Original",0yJkLMRhbrzdCvSBmi9agE,spotify:track:0yJkLMRhbrzdCvSBmi9agE,https://api.spotify.com/v1/tracks/0yJkLMRhbrzdCvSBmi9agE,https://api.spotify.com/v1/audio-analysis/0yJkLMRhbrzdCvSBmi9agE,27,0.524,0.194,2,-9.95,1,0.0383,0.813,0,0.0917,0.257,133.958,218985,4,0
Cao Thai Son,Chạm Tay Vào Điều Ước,58JTwyTnjcEKAv9xNw3CNr,spotify:track:58JTwyTnjcEKAv9xNw3CNr,https://api.spotify.com/v1/tracks/58JTwyTnjcEKAv9xNw3CNr,https://api.spotify.com/v1/audio-analysis/58JTwyTnjcEKAv9xNw3CNr,3,0.608,0.442,7,-4.168,0,0.0267,0.768,0,0.213,0.27,136.206,273693,4,1
Phương Thanh,Tình Sương Khói,7EG38pM9ewDwld4wht1yuJ,spotify:track:7EG38pM9ewDwld4wht1yuJ,https://api.spotify.com/v1/tracks/7EG38pM9ewDwld4wht1yuJ,https://api.spotify.com/v1/audio-analysis/7EG38pM9ewDwld4wht1yuJ,0,0.31,0.255,6,-15.155,0,0.0416,0.76,0.0255,0.09,0.194,200.748,322482,3,0
Lý Hải,Niềm Đau,2VLnNHd9E5bTSFE9Oi5VXj,spotify:track:2VLnNHd9E5bTSFE9Oi5VXj,https://api.spotify.com/v1/tracks/2VLnNHd9E5bTSFE9Oi5VXj,https://api.spotify.com/v1/audio-analysis/2VLnNHd9E5bTSFE9Oi5VXj,5,0.668,0.65,2,-5.096,0,0.0293,0.635,0.0071,0.102,0.444,131.926,200150,4,0
