artists,track_name,id,uri,track_href,analysis_url,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Pháo and KAIZ,2 Phút Hơn - KAIZ Remix,4SUk1ZTtA6OC120afxrpRZ,spotify:track:4SUk1ZTtA6OC120afxrpRZ,https://api.spotify.com/v1/tracks/4SUk1ZTtA6OC120afxrpRZ,https://api.spotify.com/v1/audio-analysis/4SUk1ZTtA6OC120afxrpRZ,67,0.845,0.733,9,-4.581,1,0.0566,0.0265,0.0109,0.063,0.28,128.016,183832,4
Sơn Tùng M-TP,Muộn Rồi Mà Sao Còn,5fFLotKS1286huYIMQHqz7,spotify:track:5fFLotKS1286huYIMQHqz7,https://api.spotify.com/v1/tracks/5fFLotKS1286huYIMQHqz7,https://api.spotify.com/v1/audio-analysis/5fFLotKS1286huYIMQHqz7,63,0.888,0.418,0,-9.812000000000001,1,0.0573,0.665,0.0,0.111,0.531,127.073,275906,4
Sơn Tùng M-TP,Chúng Ta Của Hiện Tại,17iGUekw5nFt5mIRJcUm3R,spotify:track:17iGUekw5nFt5mIRJcUm3R,https://api.spotify.com/v1/tracks/17iGUekw5nFt5mIRJcUm3R,https://api.spotify.com/v1/audio-analysis/17iGUekw5nFt5mIRJcUm3R,62,0.569,0.66,2,-5.268,1,0.0358,0.0675,0.0,0.20199999999999999,0.49700000000000005,155.907,301538,4
Da LAB,Thức Giấc,1MiJk3dXC5jzhvLFP0dUM7,spotify:track:1MiJk3dXC5jzhvLFP0dUM7,https://api.spotify.com/v1/tracks/1MiJk3dXC5jzhvLFP0dUM7,https://api.spotify.com/v1/audio-analysis/1MiJk3dXC5jzhvLFP0dUM7,61,0.66,0.578,9,-8.591000000000001,1,0.0306,0.45,8.859999999999999e-05,0.10300000000000001,0.19,127.09200000000001,269021,4
W/N and Duongg and Nau and titie,3107 3,1EmMFSLRVkOszCa4ul9z0F,spotify:track:1EmMFSLRVkOszCa4ul9z0F,https://api.spotify.com/v1/tracks/1EmMFSLRVkOszCa4ul9z0F,https://api.spotify.com/v1/audio-analysis/1EmMFSLRVkOszCa4ul9z0F,61,0.6629999999999999,0.344,0,-14.025,1,0.0495,0.922,0.00298,0.0916,0.469,135.904,240000,4
Lynk Lee,Buồn Thì Cứ Khóc Đi,6iXGivPFpsqKmrINhIbPvx,spotify:track:6iXGivPFpsqKmrINhIbPvx,https://api.spotify.com/v1/tracks/6iXGivPFpsqKmrINhIbPvx,https://api.spotify.com/v1/audio-analysis/6iXGivPFpsqKmrINhIbPvx,59,0.7040000000000001,0.542,2,-4.663,0,0.0307,0.47600000000000003,0.000196,0.141,0.386,97.006,222314,4
JSOL and Hoàng Duyên,Sài Gòn Hôm Nay Mưa,1xoadYaxtOp9gHDwgmPDuz,spotify:track:1xoadYaxtOp9gHDwgmPDuz,https://api.spotify.com/v1/tracks/1xoadYaxtOp9gHDwgmPDuz,https://api.spotify.com/v1/audio-analysis/1xoadYaxtOp9gHDwgmPDuz,59,0.624,0.604,2,-5.438,1,0.0619,0.784,0.00869,0.10800000000000001,0.354,136.077,247059,4
hooligan.,To The Moon,1CyYcBdukmFjFibDZaDlHc,spotify:track:1CyYcBdukmFjFibDZaDlHc,https://api.spotify.com/v1/tracks/1CyYcBdukmFjFibDZaDlHc,https://api.spotify.com/v1/audio-analysis/1CyYcBdukmFjFibDZaDlHc,59,0.648,0.5429999999999999,0,-6.781000000000001,1,0.0399,0.14300000000000002,0.0,0.187,0.382,119.926,201507,4
MONSTAR,có hẹn với thanh xuân,0zCGKGZB5aySnQQSHWRGIT,spotify:track:0zCGKGZB5aySnQQSHWRGIT,https://api.spotify.com/v1/tracks/0zCGKGZB5aySnQQSHWRGIT,https://api.spotify.com/v1/audio-analysis/0zCGKGZB5aySnQQSHWRGIT,59,0.613,0.5,10,-8.349,1,0.0277,0.547,0.000181,0.327,0.342,99.99799999999999,218027,4
Chillies and Suni Hạ Linh and Rhymastic,Cứ Chill Thôi,014DA3BdnmD3kI5pBogH7c,spotify:track:014DA3BdnmD3kI5pBogH7c,https://api.spotify.com/v1/tracks/014DA3BdnmD3kI5pBogH7c,https://api.spotify.com/v1/audio-analysis/014DA3BdnmD3kI5pBogH7c,59,0.7809999999999999,0.608,8,-8.452,1,0.0408,0.217,3.63e-05,0.158,0.609,101.01700000000001,270000,4
Wren Evans,Thích Em Hơi Nhiều,45Mswno1F7FoZkcmQkp7fi,spotify:track:45Mswno1F7FoZkcmQkp7fi,https://api.spotify.com/v1/tracks/45Mswno1F7FoZkcmQkp7fi,https://api.spotify.com/v1/audio-analysis/45Mswno1F7FoZkcmQkp7fi,59,0.92,0.41,11,-9.497,1,0.455,0.37200000000000005,0.000595,0.126,0.861,143.034,171741,4
Michael Bublé and Nelly Furtado,"Quando, Quando, Quando (with Nelly Furtado)",14qF2dnsVGh5lOvD7E6wSm,spotify:track:14qF2dnsVGh5lOvD7E6wSm,https://api.spotify.com/v1/tracks/14qF2dnsVGh5lOvD7E6wSm,https://api.spotify.com/v1/audio-analysis/14qF2dnsVGh5lOvD7E6wSm,59,0.643,0.42700000000000005,9,-9.196,1,0.0391,0.778,9.49e-05,0.136,0.5770000000000001,116.042,284373,4
Vũ.,Bước Qua Mùa Cô Đơn,7wkX67ruxr3x2GFz6vyIX9,spotify:track:7wkX67ruxr3x2GFz6vyIX9,https://api.spotify.com/v1/tracks/7wkX67ruxr3x2GFz6vyIX9,https://api.spotify.com/v1/audio-analysis/7wkX67ruxr3x2GFz6vyIX9,58,0.48,0.353,1,-8.391,1,0.0319,0.6890000000000001,0.00018600000000000002,0.156,0.319,135.82399999999998,278824,4
MIN,Trên Tình Bạn Dưới Tình Yêu,5zH2inEP6THOY8tomr3DdZ,spotify:track:5zH2inEP6THOY8tomr3DdZ,https://api.spotify.com/v1/tracks/5zH2inEP6THOY8tomr3DdZ,https://api.spotify.com/v1/audio-analysis/5zH2inEP6THOY8tomr3DdZ,58,0.7759999999999999,0.9209999999999999,2,-3.032,0,0.0382,0.18899999999999997,0.0,0.0621,0.598,108.961,199266,4
Đen and JustaTee,Đi Về Nhà,7LVrrX8pkzI9fMF88nGabt,spotify:track:7LVrrX8pkzI9fMF88nGabt,https://api.spotify.com/v1/tracks/7LVrrX8pkzI9fMF88nGabt,https://api.spotify.com/v1/audio-analysis/7LVrrX8pkzI9fMF88nGabt,58,0.742,0.662,5,-4.651,1,0.0647,0.578,0.0,0.126,0.486,84.006,200000,4
ERIK,Dịu Dàng Em Đến,63q4o5Nh1ykbhdo4rKEW9c,spotify:track:63q4o5Nh1ykbhdo4rKEW9c,https://api.spotify.com/v1/tracks/63q4o5Nh1ykbhdo4rKEW9c,https://api.spotify.com/v1/audio-analysis/63q4o5Nh1ykbhdo4rKEW9c,57,0.743,0.445,10,-8.663,1,0.0555,0.287,0.0,0.375,0.353,96.023,185000,4
Sơn Tùng M-TP,CÓ CHẮC YÊU LÀ ĐÂY,2z9iLlNBt1aLZUCFgXby97,spotify:track:2z9iLlNBt1aLZUCFgXby97,https://api.spotify.com/v1/tracks/2z9iLlNBt1aLZUCFgXby97,https://api.spotify.com/v1/audio-analysis/2z9iLlNBt1aLZUCFgXby97,57,0.746,0.7240000000000001,10,-3.9760000000000004,0,0.0498,0.11900000000000001,2.09e-05,0.0506,0.596,95.00299999999999,202105,4
Orange and Hoang Dung,Khi Em Lớn,5nD5PVXUkIpv0WcwfNFrgS,spotify:track:5nD5PVXUkIpv0WcwfNFrgS,https://api.spotify.com/v1/tracks/5nD5PVXUkIpv0WcwfNFrgS,https://api.spotify.com/v1/audio-analysis/5nD5PVXUkIpv0WcwfNFrgS,57,0.593,0.263,7,-12.102,0,0.0384,0.9179999999999999,1.04e-06,0.10400000000000001,0.466,119.645,228095,4
W/N and Duongg and Nau,3 1 0 7 - 2 (feat. W/N & Nau),2PYDUM2IC01FOTDLQdFxJP,spotify:track:2PYDUM2IC01FOTDLQdFxJP,https://api.spotify.com/v1/tracks/2PYDUM2IC01FOTDLQdFxJP,https://api.spotify.com/v1/audio-analysis/2PYDUM2IC01FOTDLQdFxJP,57,0.738,0.42200000000000004,5,-9.76,1,0.0365,0.851,0.0011099999999999999,0.7120000000000001,0.315,122.071,268525,4
W/N and Duong and Nâu,3 1 0 7,42pZsfo15M63tgCpDeGCx6,spotify:track:42pZsfo15M63tgCpDeGCx6,https://api.spotify.com/v1/tracks/42pZsfo15M63tgCpDeGCx6,https://api.spotify.com/v1/audio-analysis/42pZsfo15M63tgCpDeGCx6,56,0.7929999999999999,0.46299999999999997,11,-7.654,1,0.0589,0.846,4.15e-06,0.184,0.47600000000000003,123.944,232258,4
Soobin Hoang Son,Tháng Năm,0SmQ0UWeiHKQtxUej4Rem6,spotify:track:0SmQ0UWeiHKQtxUej4Rem6,https://api.spotify.com/v1/tracks/0SmQ0UWeiHKQtxUej4Rem6,https://api.spotify.com/v1/audio-analysis/0SmQ0UWeiHKQtxUej4Rem6,56,0.67,0.618,9,-5.4670000000000005,0,0.0377,0.128,0.0,0.0534,0.251,147.015,225358,4
Đen and MTV band,Trốn Tìm,34uOIsoy6ETS2sxOTWBRDF,spotify:track:34uOIsoy6ETS2sxOTWBRDF,https://api.spotify.com/v1/tracks/34uOIsoy6ETS2sxOTWBRDF,https://api.spotify.com/v1/audio-analysis/34uOIsoy6ETS2sxOTWBRDF,56,0.7709999999999999,0.287,9,-17.208,0,0.07200000000000001,0.669,0.0,0.10400000000000001,0.402,93.041,248871,4
Hiền Hồ and Vuong Anh Tu,Gặp Nhưng Không Ở Lại,3pyHABNUu0QxeyH1x8p7yf,spotify:track:3pyHABNUu0QxeyH1x8p7yf,https://api.spotify.com/v1/tracks/3pyHABNUu0QxeyH1x8p7yf,https://api.spotify.com/v1/audio-analysis/3pyHABNUu0QxeyH1x8p7yf,56,0.605,0.418,6,-8.931000000000001,1,0.0358,0.884,0.0,0.113,0.429,125.928,276778,4
Sơn Tùng M-TP and Snoop Dogg,Hãy Trao Cho Anh,0f5yQttJS5nNxRAleF4kZO,spotify:track:0f5yQttJS5nNxRAleF4kZO,https://api.spotify.com/v1/tracks/0f5yQttJS5nNxRAleF4kZO,https://api.spotify.com/v1/audio-analysis/0f5yQttJS5nNxRAleF4kZO,55,0.715,0.7240000000000001,3,-4.854,0,0.0425,0.0897,0.000269,0.157,0.818,96.014,245659,4
Lukas Graham and Vũ.,Happy For You (feat. Vũ.),2XjbfQQZlPwOMTmJR2RLfC,spotify:track:2XjbfQQZlPwOMTmJR2RLfC,https://api.spotify.com/v1/tracks/2XjbfQQZlPwOMTmJR2RLfC,https://api.spotify.com/v1/audio-analysis/2XjbfQQZlPwOMTmJR2RLfC,55,0.647,0.624,10,-4.169,1,0.0397,0.54,0.0,0.185,0.17600000000000002,136.036,226403,4
Soobin Hoang Son and SlimV,The Playah (feat. SlimV) - Special Performance,63qZf6349d3ngku9hrzLac,spotify:track:63qZf6349d3ngku9hrzLac,https://api.spotify.com/v1/tracks/63qZf6349d3ngku9hrzLac,https://api.spotify.com/v1/audio-analysis/63qZf6349d3ngku9hrzLac,55,0.5720000000000001,0.513,9,-6.077999999999999,0,0.0358,0.14800000000000002,1.41e-06,0.0597,0.528,116.397,449577,4
Đen and MIN,Bài Này Chill Phết,2AiZm17zqkV7llT3SHz4Nu,spotify:track:2AiZm17zqkV7llT3SHz4Nu,https://api.spotify.com/v1/tracks/2AiZm17zqkV7llT3SHz4Nu,https://api.spotify.com/v1/audio-analysis/2AiZm17zqkV7llT3SHz4Nu,55,0.789,0.488,9,-5.662000000000001,0,0.297,0.32,0.0,0.0847,0.29,159.986,276001,4
Da LAB,Thanh Xuan,3b34161QoxLwsqhWSPy9i5,spotify:track:3b34161QoxLwsqhWSPy9i5,https://api.spotify.com/v1/tracks/3b34161QoxLwsqhWSPy9i5,https://api.spotify.com/v1/audio-analysis/3b34161QoxLwsqhWSPy9i5,55,0.6759999999999999,0.4,7,-10.770999999999999,0,0.0405,0.855,2.71e-06,0.124,0.34700000000000003,90.02799999999999,220510,4
buitruonglinh,Đường Tôi Chở Em Về,27F22WcGDyl4Z2KylVJkXL,spotify:track:27F22WcGDyl4Z2KylVJkXL,https://api.spotify.com/v1/tracks/27F22WcGDyl4Z2KylVJkXL,https://api.spotify.com/v1/audio-analysis/27F22WcGDyl4Z2KylVJkXL,55,0.659,0.21600000000000003,7,-16.081,1,0.0303,0.455,4.64e-06,0.092,0.174,94.00399999999999,266000,4
My Anh and Khắc Hưng,Real Love - The Heroes Version,2Gazl1MAVX8vmo8E659Vq8,spotify:track:2Gazl1MAVX8vmo8E659Vq8,https://api.spotify.com/v1/tracks/2Gazl1MAVX8vmo8E659Vq8,https://api.spotify.com/v1/audio-analysis/2Gazl1MAVX8vmo8E659Vq8,55,0.7809999999999999,0.5579999999999999,0,-4.647,1,0.0414,0.515,0.0,0.136,0.5670000000000001,121.96700000000001,243934,4
Ha Anh Tuan,Tháng Mấy Em Nhớ Anh?,6Fbsn9471Xd0vVsMWwhePh,spotify:track:6Fbsn9471Xd0vVsMWwhePh,https://api.spotify.com/v1/tracks/6Fbsn9471Xd0vVsMWwhePh,https://api.spotify.com/v1/audio-analysis/6Fbsn9471Xd0vVsMWwhePh,55,0.72,0.215,9,-12.569,0,0.0382,0.8490000000000001,9.91e-06,0.0912,0.215,116.054,300000,4
Orange,Em Hát Ai Nghe,1SzlLbTE7hTs75M2R1a1Tg,spotify:track:1SzlLbTE7hTs75M2R1a1Tg,https://api.spotify.com/v1/tracks/1SzlLbTE7hTs75M2R1a1Tg,https://api.spotify.com/v1/audio-analysis/1SzlLbTE7hTs75M2R1a1Tg,55,0.47700000000000004,0.337,7,-10.661,0,0.0291,0.8140000000000001,1.3699999999999998e-05,0.107,0.478,117.96799999999999,279153,4
nân and Ngơ,Tình Đắng Như Ly Cà Phê,2WOpp4vm16unl0N3i3BNNv,spotify:track:2WOpp4vm16unl0N3i3BNNv,https://api.spotify.com/v1/tracks/2WOpp4vm16unl0N3i3BNNv,https://api.spotify.com/v1/audio-analysis/2WOpp4vm16unl0N3i3BNNv,55,0.754,0.0774,1,-20.616999999999997,1,0.0578,0.9229999999999999,0.0,0.0802,0.701,116.071,215172,4
Tlinh and Trung Trần,Thích Quá Rùi Nà,6jcG3yZ0e2CSI6omkYO1ut,spotify:track:6jcG3yZ0e2CSI6omkYO1ut,https://api.spotify.com/v1/tracks/6jcG3yZ0e2CSI6omkYO1ut,https://api.spotify.com/v1/audio-analysis/6jcG3yZ0e2CSI6omkYO1ut,54,0.764,0.51,2,-7.47,1,0.0757,0.542,0.0,0.11199999999999999,0.616,105.024,178286,4
AMEE and Hoang Dung,từ thích thích thành thương thương,1fh5Sf3fFESFOS8D82RQiI,spotify:track:1fh5Sf3fFESFOS8D82RQiI,https://api.spotify.com/v1/tracks/1fh5Sf3fFESFOS8D82RQiI,https://api.spotify.com/v1/audio-analysis/1fh5Sf3fFESFOS8D82RQiI,54,0.637,0.31,8,-11.232000000000001,1,0.0362,0.755,3.22e-06,0.0925,0.374,104.07,204231,4
Sơn Tùng M-TP,Âm Thầm Bên Em,1Huy9G87D6pbIveFulsH0P,spotify:track:1Huy9G87D6pbIveFulsH0P,https://api.spotify.com/v1/tracks/1Huy9G87D6pbIveFulsH0P,https://api.spotify.com/v1/audio-analysis/1Huy9G87D6pbIveFulsH0P,54,0.498,0.462,10,-9.152999999999999,1,0.0273,0.883,0.0033799999999999998,0.128,0.107,140.083,293112,4
Changg and Minh Huy,Em Không Hiểu,1izPmgSW7FV6XFdEOiTvOY,spotify:track:1izPmgSW7FV6XFdEOiTvOY,https://api.spotify.com/v1/tracks/1izPmgSW7FV6XFdEOiTvOY,https://api.spotify.com/v1/audio-analysis/1izPmgSW7FV6XFdEOiTvOY,54,0.509,0.483,1,-7.386,1,0.0491,0.871,7.29e-06,0.10099999999999999,0.387,185.915,237419,4
Tlinh,Gái Độc Thân,2klsSb2iTfgDh95Ak9uWY2,spotify:track:2klsSb2iTfgDh95Ak9uWY2,https://api.spotify.com/v1/tracks/2klsSb2iTfgDh95Ak9uWY2,https://api.spotify.com/v1/audio-analysis/2klsSb2iTfgDh95Ak9uWY2,54,0.619,0.665,0,-8.625,0,0.0432,0.19399999999999998,0.0036,0.154,0.544,99.977,185175,4
Da LAB,Gác Lại Âu Lo,6HpDKKSDZ8QpSHfikENIBC,spotify:track:6HpDKKSDZ8QpSHfikENIBC,https://api.spotify.com/v1/tracks/6HpDKKSDZ8QpSHfikENIBC,https://api.spotify.com/v1/audio-analysis/6HpDKKSDZ8QpSHfikENIBC,53,0.745,0.527,6,-8.09,1,0.0786,0.5710000000000001,0.0,0.11,0.385,95.03399999999999,282629,4
Chillies,Mascara,2Jaaw8PrdUfPlU6o6tL5dl,spotify:track:2Jaaw8PrdUfPlU6o6tL5dl,https://api.spotify.com/v1/tracks/2Jaaw8PrdUfPlU6o6tL5dl,https://api.spotify.com/v1/audio-analysis/2Jaaw8PrdUfPlU6o6tL5dl,53,0.652,0.332,2,-10.800999999999998,1,0.0293,0.331,0.0,0.11599999999999999,0.298,113.904,293158,4
Hoang Thuy Linh and Binz,Ke Cap Gap Ba Gia (feat. BINZ),3HJ0EW4kd9S1NRCm039Fsk,spotify:track:3HJ0EW4kd9S1NRCm039Fsk,https://api.spotify.com/v1/tracks/3HJ0EW4kd9S1NRCm039Fsk,https://api.spotify.com/v1/audio-analysis/3HJ0EW4kd9S1NRCm039Fsk,53,0.723,0.527,3,-6.355,0,0.0379,0.613,0.0265,0.385,0.49700000000000005,99.965,231505,4
ERIK,"Em Không Sai, Chúng Ta Sai",3yWacnoBnM0lrzLmXAk44d,spotify:track:3yWacnoBnM0lrzLmXAk44d,https://api.spotify.com/v1/tracks/3yWacnoBnM0lrzLmXAk44d,https://api.spotify.com/v1/audio-analysis/3yWacnoBnM0lrzLmXAk44d,53,0.49,0.485,1,-6.632000000000001,1,0.0359,0.684,0.0,0.12,0.32899999999999996,170.063,291529,4
Văn Mai Hương,Hương,7kOkCq8MPpSciLHQiKliJs,spotify:track:7kOkCq8MPpSciLHQiKliJs,https://api.spotify.com/v1/tracks/7kOkCq8MPpSciLHQiKliJs,https://api.spotify.com/v1/audio-analysis/7kOkCq8MPpSciLHQiKliJs,53,0.7859999999999999,0.679,11,-6.171,0,0.0699,0.56,0.0,0.0658,0.58,104.976,210286,4
Rhymastic,Yêu 5,5U30iZBlmxkpHqzb1OSnBS,spotify:track:5U30iZBlmxkpHqzb1OSnBS,https://api.spotify.com/v1/tracks/5U30iZBlmxkpHqzb1OSnBS,https://api.spotify.com/v1/audio-analysis/5U30iZBlmxkpHqzb1OSnBS,53,0.6809999999999999,0.578,3,-7.917999999999999,1,0.0537,0.732,0.0,0.10400000000000001,0.382,95.037,240000,4
Lou Hoang and Miu Lê,Yêu Một Người Có Lẽ,2o4dDfLK6NVI7TjBm5VoMv,spotify:track:2o4dDfLK6NVI7TjBm5VoMv,https://api.spotify.com/v1/tracks/2o4dDfLK6NVI7TjBm5VoMv,https://api.spotify.com/v1/audio-analysis/2o4dDfLK6NVI7TjBm5VoMv,53,0.784,0.5379999999999999,2,-8.077,0,0.0504,0.569,0.0,0.146,0.6920000000000001,127.92299999999999,253524,4
Quân A.P,Bông Hoa Đẹp Nhất,7oX6qKTnKeVG6iT0qG1i29,spotify:track:7oX6qKTnKeVG6iT0qG1i29,https://api.spotify.com/v1/tracks/7oX6qKTnKeVG6iT0qG1i29,https://api.spotify.com/v1/audio-analysis/7oX6qKTnKeVG6iT0qG1i29,53,0.5539999999999999,0.5539999999999999,0,-5.93,1,0.0318,0.637,0.0,0.11699999999999999,0.256,118.012,315264,4
B Ray and Han Sara and Masew,Xin Đừng Nhấc Máy,4Rbnxa7kFSpCHNPJ3uZhtR,spotify:track:4Rbnxa7kFSpCHNPJ3uZhtR,https://api.spotify.com/v1/tracks/4Rbnxa7kFSpCHNPJ3uZhtR,https://api.spotify.com/v1/audio-analysis/4Rbnxa7kFSpCHNPJ3uZhtR,53,0.873,0.755,7,-4.506,1,0.14,0.293,0.0,0.0881,0.773,94.01700000000001,187454,4
Jack - J97,LayLaLay,1eZ8S2yOGRhAE32pg27M1S,spotify:track:1eZ8S2yOGRhAE32pg27M1S,https://api.spotify.com/v1/tracks/1eZ8S2yOGRhAE32pg27M1S,https://api.spotify.com/v1/audio-analysis/1eZ8S2yOGRhAE32pg27M1S,53,0.5489999999999999,0.568,6,-8.158999999999999,0,0.17600000000000002,0.0859,0.0,0.0863,0.35100000000000003,174.03799999999998,231724,4
Kha,Em Có Nghe,0ZaHfA4m7SlE2QHA3KNoXj,spotify:track:0ZaHfA4m7SlE2QHA3KNoXj,https://api.spotify.com/v1/tracks/0ZaHfA4m7SlE2QHA3KNoXj,https://api.spotify.com/v1/audio-analysis/0ZaHfA4m7SlE2QHA3KNoXj,53,0.875,0.45,7,-6.277,0,0.048,0.166,7.1e-06,0.11599999999999999,0.456,94.994,255129,4
Thịnh Suy,Chuyện Rằng,3VOeGtJwJh2jslvQAFaaEn,spotify:track:3VOeGtJwJh2jslvQAFaaEn,https://api.spotify.com/v1/tracks/3VOeGtJwJh2jslvQAFaaEn,https://api.spotify.com/v1/audio-analysis/3VOeGtJwJh2jslvQAFaaEn,52,0.8109999999999999,0.276,7,-14.892000000000001,1,0.042,0.785,2.83e-06,0.128,0.7040000000000001,95.021,272152,4
Bich Phuong,từ chối nhẹ nhàng thôi,6B1Io9VDzMAmwFjrplDJw8,spotify:track:6B1Io9VDzMAmwFjrplDJw8,https://api.spotify.com/v1/tracks/6B1Io9VDzMAmwFjrplDJw8,https://api.spotify.com/v1/audio-analysis/6B1Io9VDzMAmwFjrplDJw8,52,0.698,0.5870000000000001,6,-4.3180000000000005,0,0.0569,0.7170000000000001,1.5e-06,0.192,0.569,88.006,246818,4
Chillies,Có Em Đời Bỗng Vui,696w9BHmEY62myVCSDyrYW,spotify:track:696w9BHmEY62myVCSDyrYW,https://api.spotify.com/v1/tracks/696w9BHmEY62myVCSDyrYW,https://api.spotify.com/v1/audio-analysis/696w9BHmEY62myVCSDyrYW,52,0.6559999999999999,0.331,2,-9.88,1,0.0302,0.363,0.0,0.201,0.5,105.015,247429,3
Tien Tien and Touliver,Em Khong The,6UgaKUJSO0Xp47x6pL1LaA,spotify:track:6UgaKUJSO0Xp47x6pL1LaA,https://api.spotify.com/v1/tracks/6UgaKUJSO0Xp47x6pL1LaA,https://api.spotify.com/v1/audio-analysis/6UgaKUJSO0Xp47x6pL1LaA,52,0.688,0.563,10,-5.945,0,0.0334,0.439,2.57e-06,0.345,0.243,93.023,250773,4
Huyền Tâm Môn,Phố Đã Lên Đèn,47Y12sZlWlug3AceKoS5Hh,spotify:track:47Y12sZlWlug3AceKoS5Hh,https://api.spotify.com/v1/tracks/47Y12sZlWlug3AceKoS5Hh,https://api.spotify.com/v1/audio-analysis/47Y12sZlWlug3AceKoS5Hh,52,0.667,0.509,0,-7.388,0,0.0324,0.256,0.00213,0.254,0.201,84.947,286588,4
Binz and Đen,Cho Mình Em,51bYFYWODfYOZU0rwvjiCc,spotify:track:51bYFYWODfYOZU0rwvjiCc,https://api.spotify.com/v1/tracks/51bYFYWODfYOZU0rwvjiCc,https://api.spotify.com/v1/audio-analysis/51bYFYWODfYOZU0rwvjiCc,52,0.603,0.41200000000000003,0,-10.359000000000002,1,0.0579,0.8909999999999999,0.0212,0.115,0.371,99.88600000000001,206400,4
RAP VIỆT and Seachains,CẢM NHẬN (feat. Seachains),2sUJxpZyYIAtJjy4ptfTK2,spotify:track:2sUJxpZyYIAtJjy4ptfTK2,https://api.spotify.com/v1/tracks/2sUJxpZyYIAtJjy4ptfTK2,https://api.spotify.com/v1/audio-analysis/2sUJxpZyYIAtJjy4ptfTK2,52,0.596,0.868,0,-4.749,1,0.10099999999999999,0.0667,0.0,0.11,0.45,150.028,177685,4
hnhngan,Internet Love,2rGCYAabfA63PIzhQm7hVq,spotify:track:2rGCYAabfA63PIzhQm7hVq,https://api.spotify.com/v1/tracks/2rGCYAabfA63PIzhQm7hVq,https://api.spotify.com/v1/audio-analysis/2rGCYAabfA63PIzhQm7hVq,52,0.816,0.47100000000000003,2,-8.061,1,0.0633,0.716,3.12e-05,0.0869,0.402,109.01299999999999,219083,4
Lê Hiếu and Soobin Hoang Son and Touliver,Ngày Mai Em Đi,0ZP4bO2ywAv44HiEzzHaq5,spotify:track:0ZP4bO2ywAv44HiEzzHaq5,https://api.spotify.com/v1/tracks/0ZP4bO2ywAv44HiEzzHaq5,https://api.spotify.com/v1/audio-analysis/0ZP4bO2ywAv44HiEzzHaq5,51,0.716,0.5489999999999999,0,-5.086,0,0.0304,0.507,1.56e-06,0.16399999999999998,0.556,100.01,218400,4
Sơn Tùng M-TP,Nơi Này Có Anh,5HbLlcJogki9rRq2KfkGQP,spotify:track:5HbLlcJogki9rRq2KfkGQP,https://api.spotify.com/v1/tracks/5HbLlcJogki9rRq2KfkGQP,https://api.spotify.com/v1/audio-analysis/5HbLlcJogki9rRq2KfkGQP,51,0.52,0.853,0,-5.249,1,0.0303,0.0446,0.000974,0.14400000000000002,0.32799999999999996,91.994,260117,4
AMEE and Karik,Em Bé,4RZJObXQzsKQLd25LBjBG8,spotify:track:4RZJObXQzsKQLd25LBjBG8,https://api.spotify.com/v1/tracks/4RZJObXQzsKQLd25LBjBG8,https://api.spotify.com/v1/audio-analysis/4RZJObXQzsKQLd25LBjBG8,51,0.9229999999999999,0.601,2,-4.692,1,0.0726,0.0644,0.00025299999999999997,0.0508,0.7759999999999999,129.944,192000,4
Đen,Trời hôm nay nhiều mây cực!,703QXwWn5KdNaoviarYHAO,spotify:track:703QXwWn5KdNaoviarYHAO,https://api.spotify.com/v1/tracks/703QXwWn5KdNaoviarYHAO,https://api.spotify.com/v1/audio-analysis/703QXwWn5KdNaoviarYHAO,51,0.775,0.828,8,-5.351,0,0.17800000000000002,0.6829999999999999,0.00043799999999999997,0.139,0.7390000000000001,74.976,252600,4
"Hứa Kim Tuyền, Hoàng Duyên",Sài Gòn Đau Lòng Quá,6TD5xfffOnYHliuF1wzL6U,spotify:track:6TD5xfffOnYHliuF1wzL6U,https://api.spotify.com/v1/tracks/6TD5xfffOnYHliuF1wzL6U,https://api.spotify.com/v1/audio-analysis/6TD5xfffOnYHliuF1wzL6U,51,0.418,0.382,3,-7.778,1,0.0319,0.7859999999999999,1.38e-06,0.386,0.261,163.878,308689,4
1 9 6 7,Đường Tôi Chở Em Về - Lofi,5llStJYcWGrEwjSOkMJ1JL,spotify:track:5llStJYcWGrEwjSOkMJ1JL,https://api.spotify.com/v1/tracks/5llStJYcWGrEwjSOkMJ1JL,https://api.spotify.com/v1/audio-analysis/5llStJYcWGrEwjSOkMJ1JL,51,0.604,0.45399999999999996,4,-9.202,0,0.0391,0.406,0.0008410000000000001,0.271,0.294,181.93900000000002,278892,4
Emcee L (Da LAB),Sinh Ra Đã Là Thứ Đối Lập Nhau,6IAqflHsPVm4EpYghXauX7,spotify:track:6IAqflHsPVm4EpYghXauX7,https://api.spotify.com/v1/tracks/6IAqflHsPVm4EpYghXauX7,https://api.spotify.com/v1/audio-analysis/6IAqflHsPVm4EpYghXauX7,51,0.494,0.395,6,-8.652999999999999,1,0.0301,0.887,1.4300000000000002e-05,0.057999999999999996,0.179,141.464,234168,4
