artists,track_name,id,uri,track_href,analysis_url,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,label
Đan Trường,Dòng Đời Trôi Mãi,0LCdy6CY0MwpQbHo7tC1h2,spotify:track:0LCdy6CY0MwpQbHo7tC1h2,https://api.spotify.com/v1/tracks/0LCdy6CY0MwpQbHo7tC1h2,https://api.spotify.com/v1/audio-analysis/0LCdy6CY0MwpQbHo7tC1h2,0,0.569,0.426,0,-7.809,1,0.0301,0.316,0,0.092,0.192,108.042,303386,4,0
Mai Tiến Dũng,Yêu Như Ngày Yêu Cuối,5fRRhPduSMGfKxrhlLOa8l,spotify:track:5fRRhPduSMGfKxrhlLOa8l,https://api.spotify.com/v1/tracks/5fRRhPduSMGfKxrhlLOa8l,https://api.spotify.com/v1/audio-analysis/5fRRhPduSMGfKxrhlLOa8l,39,0.638,0.436,2,-6.291,0,0.0311,0.787,0,0.0546,0.232,119.941,296133,4,0
Nguyễn Phi Hùng,Dáng Em,6YJyTAuJ8JWix3I1daadgK,spotify:track:6YJyTAuJ8JWix3I1daadgK,https://api.spotify.com/v1/tracks/6YJyTAuJ8JWix3I1daadgK,https://api.spotify.com/v1/audio-analysis/6YJyTAuJ8JWix3I1daadgK,28,0.707,0.446,4,-9.761,0,0.0363,0.688,6.98E-05,0.365,0.524,127.012,274599,4,0
Masew and REDT,Mộng Mơ,5vc42zOUbz7xnnlnFULvKO,spotify:track:5vc42zOUbz7xnnlnFULvKO,https://api.spotify.com/v1/tracks/5vc42zOUbz7xnnlnFULvKO,https://api.spotify.com/v1/audio-analysis/5vc42zOUbz7xnnlnFULvKO,40,0.883,0.512,6,-8.362,1,0.0524,0.533,0.00683,0.111,0.863,122.011,226726,4,0
Đen,Cảm Ơn - Live At Show Của Đen,1Vawvhwe9GUxsBgGwSWeEk,spotify:track:1Vawvhwe9GUxsBgGwSWeEk,https://api.spotify.com/v1/tracks/1Vawvhwe9GUxsBgGwSWeEk,https://api.spotify.com/v1/audio-analysis/1Vawvhwe9GUxsBgGwSWeEk,38,0.569,0.876,1,-5.257,1,0.23,0.123,0,0.0742,0.586,174.117,274833,4,1
Lam Thuy Van,Lien Khuc Tinh Phu,6GJbwZL8CgAb0liEWuStVW,spotify:track:6GJbwZL8CgAb0liEWuStVW,https://api.spotify.com/v1/tracks/6GJbwZL8CgAb0liEWuStVW,https://api.spotify.com/v1/audio-analysis/6GJbwZL8CgAb0liEWuStVW,0,0.337,0.24,5,-10.072,0,0.0331,0.92,0.0107,0.271,0.1,124.993,279493,5,0
Hoang Thuy Linh,De Mi Noi Cho Ma Nghe,5mBWIm9EGnhZRYBYgAS72m,spotify:track:5mBWIm9EGnhZRYBYgAS72m,https://api.spotify.com/v1/tracks/5mBWIm9EGnhZRYBYgAS72m,https://api.spotify.com/v1/audio-analysis/5mBWIm9EGnhZRYBYgAS72m,45,0.707,0.851,0,-3.684,1,0.0654,0.465,2.92E-06,0.138,0.738,155.966,193877,4,0
Đen and JustaTee and Biên and Madihu,Đố em biết anh đang nghĩ gì - Remix,3stYwdAaZR0xwEKSocKIXg,spotify:track:3stYwdAaZR0xwEKSocKIXg,https://api.spotify.com/v1/tracks/3stYwdAaZR0xwEKSocKIXg,https://api.spotify.com/v1/audio-analysis/3stYwdAaZR0xwEKSocKIXg,39,0.792,0.558,4,-7.314,0,0.151,0.18,0,0.151,0.321,93.033,228038,4,1
Phạm Khánh Hưng,Người Vội Ra Đi,3iI9ylAUJ7SwLUhXPGFn1Y,spotify:track:3iI9ylAUJ7SwLUhXPGFn1Y,https://api.spotify.com/v1/tracks/3iI9ylAUJ7SwLUhXPGFn1Y,https://api.spotify.com/v1/audio-analysis/3iI9ylAUJ7SwLUhXPGFn1Y,3,0.617,0.568,1,-6.579,0,0.03,0.784,0,0.125,0.531,145.155,232986,4,0
Đàm Vĩnh Hưng,Chút Nắng Mùa Đông,49CO1KHWV50m760vcwlGK6,spotify:track:49CO1KHWV50m760vcwlGK6,https://api.spotify.com/v1/tracks/49CO1KHWV50m760vcwlGK6,https://api.spotify.com/v1/audio-analysis/49CO1KHWV50m760vcwlGK6,2,0.501,0.578,10,-8.296,1,0.0408,0.484,1.56E-05,0.105,0.268,122.217,402651,4,0
Đen and Chi Pu and Lynk Lee,Nếu Mình Gần Nhau,0ipXEp5M0G5Tr7xx9u1hSY,spotify:track:0ipXEp5M0G5Tr7xx9u1hSY,https://api.spotify.com/v1/tracks/0ipXEp5M0G5Tr7xx9u1hSY,https://api.spotify.com/v1/audio-analysis/0ipXEp5M0G5Tr7xx9u1hSY,39,0.762,0.689,6,-5.328,0,0.0484,0.833,0,0.133,0.612,99.932,196062,4,1
Jimmi Nguyen,Tình Và Đời,5zExWb8D0uhSDgzGGWhy0H,spotify:track:5zExWb8D0uhSDgzGGWhy0H,https://api.spotify.com/v1/tracks/5zExWb8D0uhSDgzGGWhy0H,https://api.spotify.com/v1/audio-analysis/5zExWb8D0uhSDgzGGWhy0H,8,0.654,0.324,7,-10.662,0,0.0328,0.0898,4.71E-06,0.1,0.332,117.615,272118,4,0
Thanh Lam,Cho Em Một Ngày,1fNm6K5QUHEyN9tDNOtOzb,spotify:track:1fNm6K5QUHEyN9tDNOtOzb,https://api.spotify.com/v1/tracks/1fNm6K5QUHEyN9tDNOtOzb,https://api.spotify.com/v1/audio-analysis/1fNm6K5QUHEyN9tDNOtOzb,30,0.607,0.184,10,-12.308,0,0.038,0.822,0.00072,0.416,0.23,78.002,398916,4,0
MONSTAR,ai buồn giơ tay,43T0YSkbVXO2gBTJriZhdU,spotify:track:43T0YSkbVXO2gBTJriZhdU,https://api.spotify.com/v1/tracks/43T0YSkbVXO2gBTJriZhdU,https://api.spotify.com/v1/audio-analysis/43T0YSkbVXO2gBTJriZhdU,38,0.875,0.857,0,-3.621,1,0.0896,0.296,1.14E-06,0.0995,0.966,136.002,192773,4,0
Nhu Quynh,Duyên Phận,1fYt3cbVPaT0I4MecRH64h,spotify:track:1fYt3cbVPaT0I4MecRH64h,https://api.spotify.com/v1/tracks/1fYt3cbVPaT0I4MecRH64h,https://api.spotify.com/v1/audio-analysis/1fYt3cbVPaT0I4MecRH64h,37,0.482,0.541,7,-5.091,0,0.0302,0.511,0,0.236,0.322,82.016,344979,4,0
Đen and JGKiD (Da LAB) and Kimmese and Linh Cáo,Ghé Thăm,5fhPkYIb1am6DElI2BKG3S,spotify:track:5fhPkYIb1am6DElI2BKG3S,https://api.spotify.com/v1/tracks/5fhPkYIb1am6DElI2BKG3S,https://api.spotify.com/v1/audio-analysis/5fhPkYIb1am6DElI2BKG3S,42,0.8,0.409,8,-8.755,0,0.0606,0.577,7.67E-06,0.107,0.129,97.976,330721,4,1
Jimmi Nguyen,Tình như lá bay xa 2,0EPGwIijamlbLaAhUTTkCm,spotify:track:0EPGwIijamlbLaAhUTTkCm,https://api.spotify.com/v1/tracks/0EPGwIijamlbLaAhUTTkCm,https://api.spotify.com/v1/audio-analysis/0EPGwIijamlbLaAhUTTkCm,15,0.658,0.305,11,-8.967,0,0.033,0.607,0,0.142,0.3,114.519,207627,4,0
Bằng Kiều,Một Ngày Mùa Đông,7JFXH9AgB40jvBLvUxNzVs,spotify:track:7JFXH9AgB40jvBLvUxNzVs,https://api.spotify.com/v1/tracks/7JFXH9AgB40jvBLvUxNzVs,https://api.spotify.com/v1/audio-analysis/7JFXH9AgB40jvBLvUxNzVs,0,0.651,0.49,2,-9.838,0,0.0275,0.508,0,0.117,0.313,98.119,261068,4,0
Đen and JustaTee,Đi Về Nhà,7LVrrX8pkzI9fMF88nGabt,spotify:track:7LVrrX8pkzI9fMF88nGabt,https://api.spotify.com/v1/tracks/7LVrrX8pkzI9fMF88nGabt,https://api.spotify.com/v1/audio-analysis/7LVrrX8pkzI9fMF88nGabt,58,0.742,0.662,5,-4.651,1,0.0647,0.578,0,0.126,0.486,84.006,200000,4,1
Quang Hà,Trăm Năm Không Quên,3OXhXCZ8GjEeM4TufNRjQR,spotify:track:3OXhXCZ8GjEeM4TufNRjQR,https://api.spotify.com/v1/tracks/3OXhXCZ8GjEeM4TufNRjQR,https://api.spotify.com/v1/audio-analysis/3OXhXCZ8GjEeM4TufNRjQR,29,0.614,0.552,3,-5.657,0,0.0301,0.77,7.69E-06,0.14,0.24,79.974,248053,4,0
Ha Anh Tuan,Tháng 4 Là Lời Nói Dối Của Em,6v2XzgdJRZIdRbxD5euMal,spotify:track:6v2XzgdJRZIdRbxD5euMal,https://api.spotify.com/v1/tracks/6v2XzgdJRZIdRbxD5euMal,https://api.spotify.com/v1/audio-analysis/6v2XzgdJRZIdRbxD5euMal,50,0.5,0.368,9,-8.598,0,0.0333,0.498,0.000462,0.34,0.254,125.509,315305,4,0
Đăng Khôi,Tình Là Ánh Sao,1pQvFQgzoZAlsemEvp40Cq,spotify:track:1pQvFQgzoZAlsemEvp40Cq,https://api.spotify.com/v1/tracks/1pQvFQgzoZAlsemEvp40Cq,https://api.spotify.com/v1/audio-analysis/1pQvFQgzoZAlsemEvp40Cq,0,0.519,0.641,2,-6.057,0,0.0318,0.443,1.34E-06,0.142,0.248,122.085,286589,4,0
Lâm Vũ,Ánh Trăng Tàn,5k4TpXHZZlJoZBQMChQHmG,spotify:track:5k4TpXHZZlJoZBQMChQHmG,https://api.spotify.com/v1/tracks/5k4TpXHZZlJoZBQMChQHmG,https://api.spotify.com/v1/audio-analysis/5k4TpXHZZlJoZBQMChQHmG,0,0.294,0.287,5,-12.182,1,0.0351,0.795,1.94E-06,0.0963,0.166,181.204,255504,4,0
Touliver and My Anh,|Nâng Niu| Cây Và Đất,79DJNyUVaFcERcewOuTatf,spotify:track:79DJNyUVaFcERcewOuTatf,https://api.spotify.com/v1/tracks/79DJNyUVaFcERcewOuTatf,https://api.spotify.com/v1/audio-analysis/79DJNyUVaFcERcewOuTatf,27,0.816,0.579,7,-7.431,1,0.0574,0.501,6.34E-05,0.13,0.539,89.986,197333,4,0
Uyen Trang and Lam Vu,Về Đâu Anh Hỡi,7cAm38ukIHlWrPkRcZaYME,spotify:track:7cAm38ukIHlWrPkRcZaYME,https://api.spotify.com/v1/tracks/7cAm38ukIHlWrPkRcZaYME,https://api.spotify.com/v1/audio-analysis/7cAm38ukIHlWrPkRcZaYME,0,0.683,0.645,0,-4.339,0,0.0337,0.777,0,0.131,0.514,126.111,285231,4,0
Duy Manh,Kiếp Đỏ Đen,7HVy1qlehnFMwfobNzko6c,spotify:track:7HVy1qlehnFMwfobNzko6c,https://api.spotify.com/v1/tracks/7HVy1qlehnFMwfobNzko6c,https://api.spotify.com/v1/audio-analysis/7HVy1qlehnFMwfobNzko6c,33,0.534,0.451,9,-8.088,0,0.0268,0.555,0,0.199,0.391,89.995,321829,4,0
Rhymastic,Nến Và Hoa,4S0uLMXRoAjFfIJOW7A8aW,spotify:track:4S0uLMXRoAjFfIJOW7A8aW,https://api.spotify.com/v1/tracks/4S0uLMXRoAjFfIJOW7A8aW,https://api.spotify.com/v1/audio-analysis/4S0uLMXRoAjFfIJOW7A8aW,50,0.787,0.652,5,-6.781,0,0.0655,0.239,8.30E-05,0.102,0.394,120.033,166000,4,0
AMEE,"xuân, hạ, thu, đông rồi lại xuân",5juiUHT5HSYUexbmPIVeOV,spotify:track:5juiUHT5HSYUexbmPIVeOV,https://api.spotify.com/v1/tracks/5juiUHT5HSYUexbmPIVeOV,https://api.spotify.com/v1/audio-analysis/5juiUHT5HSYUexbmPIVeOV,43,0.46,0.204,1,-11.082,1,0.038,0.881,0.000721,0.12,0.287,143.398,290609,4,0
Đen and Ngọt,Một Thời Để Nhớ,1F5lop4Q9jWzHQuSF2caUL,spotify:track:1F5lop4Q9jWzHQuSF2caUL,https://api.spotify.com/v1/tracks/1F5lop4Q9jWzHQuSF2caUL,https://api.spotify.com/v1/audio-analysis/1F5lop4Q9jWzHQuSF2caUL,0,0.766,0.458,7,-9.961,1,0.0965,0.453,1.09E-05,0.394,0.601,94.976,234032,4,1
Jimmi Nguyen,Tưởng đã phôi phai,57VMkE0GGKiM1g2L6ncfnk,spotify:track:57VMkE0GGKiM1g2L6ncfnk,https://api.spotify.com/v1/tracks/57VMkE0GGKiM1g2L6ncfnk,https://api.spotify.com/v1/audio-analysis/57VMkE0GGKiM1g2L6ncfnk,15,0.704,0.535,9,-10.21,0,0.258,0.085,0.000164,0.227,0.726,170.07,258880,4,0
Nguyen Dinh Vu,Doi Lua,61E8GfD4TChH9vhbwGGws3,spotify:track:61E8GfD4TChH9vhbwGGws3,https://api.spotify.com/v1/tracks/61E8GfD4TChH9vhbwGGws3,https://api.spotify.com/v1/audio-analysis/61E8GfD4TChH9vhbwGGws3,31,0.837,0.658,0,-5.836,0,0.0431,0.588,0,0.223,0.708,94.995,222322,4,0
Đen and Linh Cáo,Đưa Nhau Đi Trốn (Chill Version),1Axzkl935WrIsBwDqk90yQ,spotify:track:1Axzkl935WrIsBwDqk90yQ,https://api.spotify.com/v1/tracks/1Axzkl935WrIsBwDqk90yQ,https://api.spotify.com/v1/audio-analysis/1Axzkl935WrIsBwDqk90yQ,48,0.753,0.593,2,-9.869,1,0.176,0.603,7.66E-05,0.129,0.105,127.11,241959,4,1
Emcee L (Da LAB),Sinh Ra Đã Là Thứ Đối Lập Nhau,6IAqflHsPVm4EpYghXauX7,spotify:track:6IAqflHsPVm4EpYghXauX7,https://api.spotify.com/v1/tracks/6IAqflHsPVm4EpYghXauX7,https://api.spotify.com/v1/audio-analysis/6IAqflHsPVm4EpYghXauX7,51,0.494,0.395,6,-8.653,1,0.0301,0.887,1.43E-05,0.058,0.179,141.464,234168,4,0
Lâm Chấn Huy,Nụ Hôn Và Giọt Nước Mắt,21Bcr6ofzCUUYCdyCMs8ot,spotify:track:21Bcr6ofzCUUYCdyCMs8ot,https://api.spotify.com/v1/tracks/21Bcr6ofzCUUYCdyCMs8ot,https://api.spotify.com/v1/audio-analysis/21Bcr6ofzCUUYCdyCMs8ot,18,0.391,0.526,10,-6.532,0,0.0287,0.649,0,0.198,0.183,61.913,308800,4,0
Đen and Biên,Hai Triệu Năm,2qnnREp8mFVipaEoUlw9ya,spotify:track:2qnnREp8mFVipaEoUlw9ya,https://api.spotify.com/v1/tracks/2qnnREp8mFVipaEoUlw9ya,https://api.spotify.com/v1/audio-analysis/2qnnREp8mFVipaEoUlw9ya,49,0.939,0.526,6,-7.323,0,0.281,0.542,1.18E-06,0.102,0.456,102.012,216472,4,1
Chillies,Vùng Ký Ức,1503Da6qbgNifRnRwIjtZe,spotify:track:1503Da6qbgNifRnRwIjtZe,https://api.spotify.com/v1/tracks/1503Da6qbgNifRnRwIjtZe,https://api.spotify.com/v1/audio-analysis/1503Da6qbgNifRnRwIjtZe,46,0.504,0.698,7,-6.958,1,0.0273,0.0248,0.00089,0.109,0.421,98.021,296500,4,0
Đen and Biên and Madihu,hai triệu năm - Madihu mix,5ecu1BvimgOepth3Scn0mK,spotify:track:5ecu1BvimgOepth3Scn0mK,https://api.spotify.com/v1/tracks/5ecu1BvimgOepth3Scn0mK,https://api.spotify.com/v1/audio-analysis/5ecu1BvimgOepth3Scn0mK,0,0.962,0.736,6,-5.32,0,0.143,0.318,0.0125,0.122,0.671,111.048,209735,4,1
Ha Anh Tuan and Phuong Linh,Cơn Mưa Tình Yêu,3nZseM1MPj8Zlf5loHrobx,spotify:track:3nZseM1MPj8Zlf5loHrobx,https://api.spotify.com/v1/tracks/3nZseM1MPj8Zlf5loHrobx,https://api.spotify.com/v1/audio-analysis/3nZseM1MPj8Zlf5loHrobx,0,0.588,0.482,4,-6.591,1,0.0329,0.771,0,0.0882,0.417,123.921,295236,4,0
Trinh Thang Binh,Bức Bình Phong,6ErDr31vwdDHBu332QTeEl,spotify:track:6ErDr31vwdDHBu332QTeEl,https://api.spotify.com/v1/tracks/6ErDr31vwdDHBu332QTeEl,https://api.spotify.com/v1/audio-analysis/6ErDr31vwdDHBu332QTeEl,37,0.674,0.434,11,-11.805,1,0.0268,0.756,0.00072,0.126,0.338,104.986,302322,4,0
Mỹ Tâm,Cây Đàn Sinh Viên,1BiZUsJuXcm00fsY8TNl7W,spotify:track:1BiZUsJuXcm00fsY8TNl7W,https://api.spotify.com/v1/tracks/1BiZUsJuXcm00fsY8TNl7W,https://api.spotify.com/v1/audio-analysis/1BiZUsJuXcm00fsY8TNl7W,23,0.621,0.354,8,-7.107,0,0.0266,0.721,0,0.17,0.246,115.094,283494,4,0
Đen,Lộn Xộn 2 - Live At Show Của Đen,4mejuAFbM3r6bWUHKxk5fU,spotify:track:4mejuAFbM3r6bWUHKxk5fU,https://api.spotify.com/v1/tracks/4mejuAFbM3r6bWUHKxk5fU,https://api.spotify.com/v1/audio-analysis/4mejuAFbM3r6bWUHKxk5fU,40,0.83,0.908,9,-5.412,1,0.195,0.142,0,0.0803,0.543,90.014,148672,4,1
Đen and Biên,Cảm ơn,2Emlw3C8Rqn9lAen25OItw,spotify:track:2Emlw3C8Rqn9lAen25OItw,https://api.spotify.com/v1/tracks/2Emlw3C8Rqn9lAen25OItw,https://api.spotify.com/v1/audio-analysis/2Emlw3C8Rqn9lAen25OItw,0,0.761,0.811,5,-4.305,0,0.182,0.781,0,0.0986,0.435,86.993,215172,4,1
Lý Hải,Khi Người Đàn Ông Khóc,6ITMVLIENFARFhsbR1PwOy,spotify:track:6ITMVLIENFARFhsbR1PwOy,https://api.spotify.com/v1/tracks/6ITMVLIENFARFhsbR1PwOy,https://api.spotify.com/v1/audio-analysis/6ITMVLIENFARFhsbR1PwOy,11,0.625,0.309,6,-16.144,0,0.0369,0.875,0.0906,0.113,0.244,123.735,294870,4,0
BigDaddy and Emily,Mượn Rượu Tỏ Tình,3TXSdTpaqKBpWyUG3aJ3LK,spotify:track:3TXSdTpaqKBpWyUG3aJ3LK,https://api.spotify.com/v1/tracks/3TXSdTpaqKBpWyUG3aJ3LK,https://api.spotify.com/v1/audio-analysis/3TXSdTpaqKBpWyUG3aJ3LK,2,0.692,0.659,5,-7.672,1,0.161,0.71,0.000346,0.109,0.523,159.939,198375,4,0
Đen,Lộn Xộn 2,6nzmVDR2jqqIv4WQRFWB0n,spotify:track:6nzmVDR2jqqIv4WQRFWB0n,https://api.spotify.com/v1/tracks/6nzmVDR2jqqIv4WQRFWB0n,https://api.spotify.com/v1/audio-analysis/6nzmVDR2jqqIv4WQRFWB0n,41,0.912,0.636,2,-7.157,1,0.358,0.816,2.29E-05,0.109,0.48,91.012,217256,4,1
Đen and Ngọc Linh,Mười Năm (Lộn Xộn 3),1LXX0v5Nk5YR6gip7WL7g1,spotify:track:1LXX0v5Nk5YR6gip7WL7g1,https://api.spotify.com/v1/tracks/1LXX0v5Nk5YR6gip7WL7g1,https://api.spotify.com/v1/audio-analysis/1LXX0v5Nk5YR6gip7WL7g1,48,0.724,0.674,1,-5.751,0,0.123,0.649,0.349,0.201,0.17,89.963,257560,4,1
RAP VIỆT and Binz and JustaTee and Karik and Rhymastic and Suboi and Wowy,"Đây Là Rap Việt (feat. Wowy, Karik, Suboi, Binz, Rhymastic & JustaTee)",3nHbNyuUsVmtwHAcpeOrZR,spotify:track:3nHbNyuUsVmtwHAcpeOrZR,https://api.spotify.com/v1/tracks/3nHbNyuUsVmtwHAcpeOrZR,https://api.spotify.com/v1/audio-analysis/3nHbNyuUsVmtwHAcpeOrZR,42,0.769,0.79,8,-3.087,1,0.286,0.681,0,0.387,0.771,144.984,180600,4,0
Cẩm Ly,Vương Vấn Tình Xưa,76UIqxbOcf1PaVFbs4PEH4,spotify:track:76UIqxbOcf1PaVFbs4PEH4,https://api.spotify.com/v1/tracks/76UIqxbOcf1PaVFbs4PEH4,https://api.spotify.com/v1/audio-analysis/76UIqxbOcf1PaVFbs4PEH4,1,0.614,0.288,2,-12.21,1,0.0316,0.771,9.35E-06,0.102,0.181,96.781,258508,4,0
Quang Trung,Minh Yeu Nhau Tu Kiep Nao ? - Original,72Gu8ceNV9sBq2nYibS6rL,spotify:track:72Gu8ceNV9sBq2nYibS6rL,https://api.spotify.com/v1/tracks/72Gu8ceNV9sBq2nYibS6rL,https://api.spotify.com/v1/audio-analysis/72Gu8ceNV9sBq2nYibS6rL,41,0.335,0.326,0,-7.09,0,0.033,0.896,5.76E-05,0.12,0.41,92.393,325056,3,0
Andiez,Suýt Nữa Thì,23zwIyB2kh1hMKBhs7edPJ,spotify:track:23zwIyB2kh1hMKBhs7edPJ,https://api.spotify.com/v1/tracks/23zwIyB2kh1hMKBhs7edPJ,https://api.spotify.com/v1/audio-analysis/23zwIyB2kh1hMKBhs7edPJ,48,0.548,0.412,1,-8.154,1,0.029,0.847,0,0.128,0.418,132.019,283392,4,0
Đan Trường,Thà Người Đừng Nói,7wc59M1j4F0ZRPgIk0K2GO,spotify:track:7wc59M1j4F0ZRPgIk0K2GO,https://api.spotify.com/v1/tracks/7wc59M1j4F0ZRPgIk0K2GO,https://api.spotify.com/v1/audio-analysis/7wc59M1j4F0ZRPgIk0K2GO,0,0.772,0.307,11,-11.259,0,0.0425,0.168,3.86E-05,0.148,0.21,124.1,289855,4,0
Đen and Kimmese and Lynk Lee,Rapcoustic 5,7unqgXVmp0iFt6ZW465opZ,spotify:track:7unqgXVmp0iFt6ZW465opZ,https://api.spotify.com/v1/tracks/7unqgXVmp0iFt6ZW465opZ,https://api.spotify.com/v1/audio-analysis/7unqgXVmp0iFt6ZW465opZ,0,0.641,0.536,0,-6.63,1,0.323,0.832,0,0.147,0.613,143.863,547154,4,1
Đen and Emcee L (Da LAB) and JGKiD (Da LAB),Dưới Hiên Nhà,6683Q1DAKo7rxcULAVL0gJ,spotify:track:6683Q1DAKo7rxcULAVL0gJ,https://api.spotify.com/v1/tracks/6683Q1DAKo7rxcULAVL0gJ,https://api.spotify.com/v1/audio-analysis/6683Q1DAKo7rxcULAVL0gJ,40,0.338,0.542,3,-7.196,1,0.0356,0.621,0,0.223,0.576,98.963,277311,4,1
Lam Truong,Gót Hồng,1zY6hgDazW86WOuOpDgA43,spotify:track:1zY6hgDazW86WOuOpDgA43,https://api.spotify.com/v1/tracks/1zY6hgDazW86WOuOpDgA43,https://api.spotify.com/v1/audio-analysis/1zY6hgDazW86WOuOpDgA43,23,0.657,0.502,9,-12.607,1,0.0349,0.299,0.000491,0.0972,0.474,95.017,288444,4,0
Nguyễn Thắng,Tình Đã Nhạt Mờ,3luq1T3MSg6ZEkgSXUeF1j,spotify:track:3luq1T3MSg6ZEkgSXUeF1j,https://api.spotify.com/v1/tracks/3luq1T3MSg6ZEkgSXUeF1j,https://api.spotify.com/v1/audio-analysis/3luq1T3MSg6ZEkgSXUeF1j,10,0.562,0.667,6,-5.842,0,0.0318,0.0614,0,0.113,0.177,130.9,265747,4,0
Đen,Đi Theo Bóng Mặt Trời - Live At Show Của Đen,3vrtrHN8QFUdGheMzPs8j3,spotify:track:3vrtrHN8QFUdGheMzPs8j3,https://api.spotify.com/v1/tracks/3vrtrHN8QFUdGheMzPs8j3,https://api.spotify.com/v1/audio-analysis/3vrtrHN8QFUdGheMzPs8j3,39,0.703,0.767,11,-4.126,0,0.257,0.024,0,0.13,0.44,156.073,236096,4,1
